EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
661103212,PEOPLE NEED PEOPLE PNP INC,,PO BOX 521,ST JOHN,VI,00831-0521,0000,07,3,1000,202601,2,00,000000000,1,01,202512,0,0,02,0,12,0,0,0,S20,
661103261,ACADEMIA DE LENGUAJE DUAL INC,% NATALY RODRIGUEZ GONZALEZ,61 CALLE CITRINA,AGUADILLA,PR,00603-6301,0000,03,3,1000,202510,1,15,000000000,1,01,,0,0,01,0,12,,,,B29,
661103363,CATFE,,118 CALLE TAPIA,SAN JUAN,PR,00911-2427,0000,03,3,1248,202507,1,15,000000000,1,01,,0,0,02,0,12,,,,D20,
661103429,VAMPIRITOS DE MOCA BASEBALL CLUB,,PO BOX 1592,MOCA,PR,00676-1592,0000,03,3,1200,202508,1,16,000000000,1,01,202512,1,3,02,0,12,6604,30777,30777,N63,
661103593,OLAS FUTURAS INC,% TRAVIS MOORE,CARR 413 INT KM 4 4,RINCON,PR,00677-0000,0000,03,3,1200,202508,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,O50,
661104091,THE CONCRETE BLOOM ORGANIZATION INC,% BERNIQUA SMITH,CONTANT KNOLLS BLDG 8 APT D,ST THOMAS,VI,00802-0000,0000,03,3,1200,202508,1,15,000000000,1,01,,0,0,02,0,12,,,,O50,
661104305,CENTRO VIDA INC,,PO BOX 1705,GUAYAMA,PR,00785-1705,0000,03,3,2000,202511,1,11,000000000,1,01,,0,0,01,0,12,,,,B20,
661104326,PUERTO RICO BUSINESS AVIATION ASSOCIATION,,50 CALLE LINDA MAR,MANATI,PR,00674-9452,0000,06,3,2000,202512,2,00,000000000,1,01,202512,1,0,02,0,12,1,0,0,S41,
661104438,PROMOTING IMPACTFUL OPPORTUNITIES FOR ALL -PIOA INC,% SANDRA FUIMAONO LUTU,1876 PIOA MOUNTAIN ROAD,PAGO PAGO,AS,96799-0000,0000,03,3,1000,202508,1,15,000000000,1,01,,0,0,02,0,12,,,,S20,
661104457,GUARDIANS OF CHOICE CORP,,1315 MALLORCA MANSIONES DE VISTAMAR,CAROLINA,PR,00983-0000,0000,03,3,1200,202604,1,15,000000000,1,01,,0,0,01,0,12,,,,I72,
661104618,EXTREME SPORTS CLINIC INC,,PO BOX 10000 PMB 417,CANOVANAS,PR,00729-0011,0000,03,3,1000,202601,1,16,000000000,1,01,,0,0,02,0,12,,,,N50,
661104667,PASITOS DE AMELIA,,164 CALLE NICOLAS SOTO RAMOS,ANASCO,PR,00610-2710,0000,03,3,1200,202606,1,16,000000000,1,01,,0,0,02,0,04,,,,G12,
661104734,BEST FRIENDS FOUNDATION,,6400 ESTATE SMITH BAY,CHARLOTTE AMA,VI,00802-1342,0000,03,3,1200,202508,1,15,000000000,5,01,202512,0,0,02,0,12,0,0,0,O99,
661105142,EAST PUERTO RICO FLAG FOOTBALL LEAGUE,% ROGELIO SIFUENTES,305 AVE LAURO PINERO UNIT 1246,CEIBA,PR,00735-2872,0000,03,3,1000,202603,1,16,000000000,1,01,,0,0,02,0,12,,,,N65,
661105218,GO TO ARECIBO CORPORATION,,PO BOX 140802,ARECIBO,PR,00614-0802,0000,03,3,1230,202508,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,S20,
661105226,COMMUNITY GARDEN CORP,% MOTALI SOFER-GREER,16724 CALABASH BOOM,ST JOHN,VI,00830-9555,0000,03,3,1000,202604,1,16,000000000,1,01,,0,0,02,0,12,,,,K31,
661105384,SOLUCIONES MUNICIPALES PARA APRENDI ZAJE READIESTRAMIETO Y TECNOLOGIA,,130 PLAZA DEL MERCADO DE DIEGO ST,SAN JUAN,PR,00925-0000,0000,03,3,1200,202604,1,15,000000000,1,01,,0,0,01,0,06,,,,J22,
661105412,SAN JUAN CHESS CLUB INC,,URB TORREMOLINOS ESTE CALLE DH4,GUAYNABO,PR,00969-0000,0000,03,3,1200,202606,1,15,000000000,1,01,,0,0,01,0,12,,,,O20,
661105517,GENGU INTERNATIONAL EDUCATION USA INC,% GUEK MUI TAN,PO BOX 10001 PMB 466,SAIPAN,MP,96950-8901,0000,03,3,1270,202508,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,B90,
661105576,PUERTO RICO INTERGENERACIONAL INC,% SANDRA IVELISSE LUGO REYES,URBANIZACION LAS FLORES 92,FLORIDA,PR,00650-0000,0000,03,3,1200,202511,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,P20,
661105947,HC FOR LIFE CORP,% IVAN PADILLA,TERRAZAS DE PARQUE ESCORIAL 3201,CAROLINA,PR,00983-0000,0000,03,3,1000,202508,1,15,000000000,1,01,,0,0,02,0,12,,,,P81,
661106164,HASTA QUE EL VENGA MINISTRY INC,% ANGEL MANUEL BARRETO USINO,G27 CALLE B,VEGA BAJA,PR,00693-5744,0000,03,3,2370,202508,1,15,000000000,1,01,,0,0,02,0,12,,,,X21,
661106212,ST THOMAS LACROSSE ASSOCIATION INC,,7502 ESTATE ST PETER,ST THOMAS,VI,00802-3497,0000,03,3,1200,202511,1,15,000000000,1,01,,0,0,02,0,07,,,,N60,
661106258,PUERTO RICANS INSPIRING MEDICAL EXCELLENCE INC,% SEBASTIAN JOSE VAZQUEZ FOLCH,18 CALLE REINA ISABEL,GUAYNABO,PR,00969-3278,0000,03,3,1000,202509,1,15,000000000,1,01,,0,0,02,0,12,,,,T20,
661106332,MYCELIAL HEALTH FOUNDATION,% DAVID HOLMES,6501 RED HOOK PLAZA STE 201-696,ST THOMAS,VI,00802-1373,0000,03,3,1280,202508,1,16,000000000,1,01,,0,0,02,0,12,,,,F02,
661106577,MOVIMIENTO PENTECOSTAL MISIONERO IGLESIA QUE ORA Y ADORA INC,% JOSHUA D MORALES MARCANO,169-6 CALLE 437 VILLA CAROLINA,CAROLINA,PR,00986-0000,0000,03,3,7000,202512,1,15,000000000,1,01,,0,0,02,0,12,,,,X20,
661106904,CENTRO VIAS INC,,EXT QTAS DE MONSERRATE 32 OLLER,PONCE,PR,00730-0000,0000,03,3,1000,202607,1,15,000000000,1,01,,0,0,01,0,12,,,,P82,
661106910,ZENDAL REGODEO,,PO BOX 1981 PMB 281,LOIZA,PR,00772-1981,0000,03,3,1200,202509,1,15,000000000,1,01,,0,0,02,0,12,,,,A20,
661106972,MUSEO-BIBLIOTECA RECIO INC,,PO BOX 126,CAGUAS,PR,00726-0126,0000,03,3,1230,202510,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,A50,
661107176,HOGAR EMUNA,% NANCY GONZALEZ PEREZ,P1 CALLE U,FAJARDO,PR,00738-3236,0000,03,3,1000,202509,1,15,000000000,1,01,,0,0,02,0,12,,,,P75,
661107191,RED ROOSTERS AIRSOFT COMMUNITY CORPORATION,% SEAN OLIVA,BAYAMON GARDEN AVE CASTIGLIONI X10,BAYAMON,PR,00957-0000,0000,03,3,1200,202509,1,15,000000000,1,01,,0,0,02,0,12,,,,N60,
661107298,MINISTERIO CINENDOSE LA TOALLA INC,% HECTOR M SANTIAGO MONTANEZ,381 AVE FELISA RICON APT 1109,SAN JUAN,PR,00926-0000,0000,03,3,7000,202510,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,X20,MINISTERIO CLT
661107337,DAVE EDWARDS JR FOUNDATION,% DENISE CHRISTIAN-EDWARDS,19 D ESTATE WHIM,FREDERIKSTED,VI,00840-3707,0000,03,3,1250,202510,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,I20,
661107385,CARDENALES FAIRVIEW INC,,H12 CALLE 4,SAN JUAN,PR,00923-2745,0000,03,3,2000,202508,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,N62,
661107645,PIRATA CITY FC CORP,,320 CALLE CORAL,ISABELA,PR,00662-2136,0000,03,3,1200,202509,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,N64,
661107715,HUELLAS DE IMPACTO INC,,HC 5 BOX 27620,CAMUY,PR,00627-9689,0000,03,3,1000,202607,1,16,000000000,1,01,,0,0,02,0,12,,,,P20,
661107805,PUERTO RICO ZEN CENTER CORPORATION,,1220 CALLE CADIZ,SAN JUAN,PR,00920-3841,0000,03,3,7000,202606,1,16,000000000,1,01,,0,0,02,0,12,,,,X50,
661108036,WILD HEARTS RETREAT,,HC 1 BOX 6813,VIEQUES,PR,00765-9055,0000,03,3,1200,202509,1,15,000000000,1,01,,0,0,02,0,12,,,,P40,
661108060,55001 HIJOS DE AMERICA CHAPTER,% HIJOS DE AMERICA DEMOLAY CHAPTER,AVE PONCE DE LEON 1707,SAN JUAN,PR,00909-2037,8160,03,9,1000,199607,1,15,119000000,1,01,202512,0,0,02,0,12,0,0,0,,DEMOLAY INTERNATIONAL
661108084,NEUMA INTERNATIONAL CORP,,COND LAGUNA V BELAMARE APT 5E,CAROLINA,PR,00979-0000,0000,03,3,7000,202508,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,B90,
661108194,TOP BREAKING BROKERAGE INC,% LAURA DELGADO VALENTIN,151 CALLE DE SAN FRANCISCO STE 200,SAN JUAN,PR,00901-1660,0000,03,3,1000,202509,1,16,000000000,1,01,,0,0,02,0,07,,,,S31,
661108473,CENTRO NEMESIO CANALES PARA LA HIST ORIA VIVA INC,,190 AVE HOSTOS APT 932 MONTE SUR,SAN JUAN,PR,00918-4210,0000,03,3,3000,202509,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,A70,
661108513,MISION INTREPIDO INC,% DEMERIC FLORES CRUZ,852 CALLE SENTINA,PONCE,PR,00716-2122,0000,03,3,1270,202509,1,15,000000000,1,01,,0,0,02,0,12,,,,Q33,
661108622,FUNDACION DONALD J KEVANE,% CARLOS DOLAGARAY,33 CALLE BOLIVIA STE 400,SAN JUAN,PR,00917-2013,0000,03,3,1200,202601,1,16,000000000,1,01,,0,0,02,0,12,,,,P12,
661108813,HARRYS ISLAND PAW RESCUE INC,% RICARDO J SAAVEDRA,URB LA CIMA 688 CADAQUES ST,CAGUAS,PR,00725-0000,0000,03,3,1400,202510,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,D20,
661108961,THE FERNANDEZ VEGA FAMILY FOUNDATION INC,,94 VIA DEL SOL,CAGUAS,PR,00727-3107,0000,03,3,1000,202601,1,15,000000000,1,01,,0,0,02,0,12,,,,E86,
661108975,CHAMORU CULTURAL ASSOCIATION INC,% NENITA DIAZ,137 HALSEY DR,ASAN,GU,96910-1405,0000,03,3,1200,202509,1,16,000000000,1,01,,0,0,02,0,12,,,,A23,
661109707,NEXTGEN FOUNDATION INC,,4126 ANNAS RETREAT,ST THOMAS,VI,00802-1760,0000,03,3,1200,202509,1,16,000000000,1,01,,0,0,02,0,12,,,,A20,
661109804,AMERICAN SAMOA POWERLIFTING FEDERAT ION,% POWERLIFTING AMERICAN SAMOA,PO BOX 4748,PAGO PAGO,AS,96799-4748,0000,03,3,1200,202605,1,16,000000000,1,01,,0,0,02,0,12,,,,N60,POWERLIFTING AMERICAN SAMOA
661109901,COLORICO INCORPORADO,,41-99 CALLE MORET NUM 3,AGUADA,PR,00602-0000,0000,03,3,1000,202509,1,15,000000000,1,01,,0,0,02,0,12,,,,S20,
661109948,FAGALEA FAGASA LEGACY OUTREACH,% JOHN OPETA,PO BOX 878,PAGO PAGO,AS,96799-0878,0000,03,3,1270,202602,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,X20,
661110030,NORTHERN MARIANAS TECHNICAL INSTITU TE FOUNDATION FUND INC,% JODINA ATTAO,PO BOX 504880,SAIPAN,MP,96950-4310,0000,03,3,1000,202509,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,B11,
661110182,FERIA CALLE INC,% DANIELA FABRIZI,121 CALLE POMARROSA APT 9,SAN JUAN,PR,00911-2260,0000,03,3,1200,202512,1,15,000000000,1,01,,0,0,02,0,12,,,,A25,
661110407,JUNTE 60 PLUS INC,% JUNTE 60 PLUS INC,183 CALLE SOL,LOIZA,PR,00772-5519,0000,03,3,2000,202511,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,P80,
661110666,BASES LOADED FOUNDATION,,SAN JUAN 00918,PUERTO RICO,,00000-0000,0000,03,3,1000,202511,1,03,000000000,1,01,,0,0,00,1,12,,,,P20,
661110688,FUNDACION AURORA DE PUERTO RICO COR P,% MARIA TERESA PACHECO RIVERA,208 REY CONSTANTINO VILLA DE TORRIM,GUAYNABO,PR,00969-0000,0000,03,3,1200,202601,1,15,000000000,1,01,,0,0,02,0,06,,,,B90,
661110920,HAVEN BELIEVE CHILDREN FOUNDATION I NC,,38J ESTATE WHIM,FREDERIKSTED,VI,00840-0000,0000,03,3,1257,202509,1,16,000000000,1,01,,0,0,02,0,06,,,,O50,
661111053,VIRGIN ISLANDS COALITION AGAINST DOMESTIC VIOLENCE INC,% KALYN FAHIE,PO BOX 502307,ST THOMAS,VI,00805-2307,0000,03,3,1000,202509,1,15,000000000,1,01,202509,0,0,02,0,09,0,0,0,I71,
661111227,MEET INC,,180 PALMAS DR APT 1402,HUMACAO,PR,00791-6354,0000,03,3,1700,202605,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,T50,
661111230,MARIANAS JIU JITSU ACADEMY INCORPOR ATED,,PO BOX 10001 PMB 1335,SAIPAN,MP,96950-8901,0000,03,3,1000,202511,1,16,000000000,1,01,,0,0,02,0,12,,,,N99,
661111281,FUNDACION ALIENTO COMUNITARIO,,C 156 IN 794B CAGUITAS CAMINO VERDE,AGUAS BUENAS,PR,00703-0000,0000,03,3,1000,202512,1,15,000000000,1,01,,0,0,01,0,12,,,,P40,
661111320,NATIONAL FAMILY STRENGTHENING NETWO RK - USA INC,,9 CALLE CAMPO BELLO,GUAYNABO,PR,00969-3720,0000,03,3,1200,202603,1,15,000000000,1,01,,0,0,01,0,12,,,,P40,
661111636,TRINITY FITNESS FOUNDATION CORP,,PO BOX 5103 PMB 143,CABO ROJO,PR,00623-5103,0000,03,3,1000,202601,1,15,000000000,1,01,,0,0,02,0,12,,,,E86,
661111788,MISION INTERNACIONAL CRISTIANA INC,% REYNALDO LOPEZ,PO BOX 787,CANOVANAS,PR,00729-0787,0000,03,3,7000,202512,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
661111906,GRMC CARES FOUNDATION INC,% ERIC L PLINSKE,133 ROUTE 3,DEDEDO,GU,96929-6911,0000,03,3,1000,202602,1,15,000000000,1,01,,0,0,01,0,12,,,,X80,NONE
661112171,FUNDACION INTERNACIONAL DE RESTAURACION FAMILIAR,,BO CAMPAMENTO B 10,GURABO,PR,00778-0000,0000,03,3,1200,202601,1,15,000000000,1,01,,0,0,01,0,12,,,,B99,
661112381,PUERTO RICO NONPROFIT SUMMIT INC,% INVICTUS ADVISORS,PARKVILLE T4 MCKINLEY ST,GUAYNABO,PR,00969-0000,0000,03,3,1238,202510,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,W70,
661112654,RED DE EVALUACION Y APOYO PSICOSOCI AL INC,% JEARIM T RIVERA PIMENTEL,PO BOX 259,PATILLAS,PR,00723-0259,0000,03,3,1200,202510,1,15,000000000,5,01,,0,0,02,0,12,,,,F20,REAP
661112741,FUNDACION JUAN CARLOS VALLEJO,,I7 CALLE GRANADILLO,CAGUAS,PR,00727-1314,0000,03,3,1000,202512,1,15,000000000,1,01,,0,0,01,0,12,,,,P40,
661112793,LINALA I LANCHU PARA I KOTTURA NO C ULTURE WITHOUT AGRICULTURE,% WILLIAM MCDONALD,179 NIYOG RD,AGANA HEIGHTS,GU,96910-6443,0000,05,3,1000,202606,2,00,000000000,5,01,,0,0,01,0,12,,,,K20,
661113519,FUNDACION YO PUEDO CON CRISTO INC,% MARIA MILAGROS SANTOS-CARRILLO,GARDEN HILLS NORTH CLUB DR J3,GUAYNABO,PR,00966-0000,0000,03,3,1200,202510,1,04,000000000,1,01,,0,0,00,1,12,,,,G30,
661113655,RANCHO PENIEL IN CANAAN CORP,,HC 2 BOX 44441,VEGA BAJA,PR,00693-9896,0000,03,3,1700,202603,1,15,000000000,1,01,,0,0,02,0,12,,,,K20,
661113726,COQUIS PLAY CAFE,,1511 AVE PONCE DE LEON APT 10112,SAN JUAN,PR,00909-5061,0000,03,3,1200,202511,1,15,000000000,1,01,,0,0,02,0,12,,,,O20,
661113880,PR RESCUE ANGELS,% PR RESCUE ANGELS,PO BOX 647,FAJARDO,PR,00738-0647,0000,03,3,1240,202603,1,15,000000000,1,01,,0,0,02,0,12,,,,D20,
661113941,KING OF THE WING FOUNDATION INC,,6100 RED HOOK QTRS STE A3-1 # 2,ST THOMAS,VI,00802-1369,0000,03,3,1000,202606,1,04,000000000,1,01,,0,0,00,1,12,,,,A23,
661113959,YELLOW CAT FUNDACION INC,% MONIKA CIESLIK,1509 CALLE MARIBEL APT 7,SAN JUAN,PR,00911-1647,0000,03,3,4000,202511,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,D20,
661114054,GAIN INC,,R4 CALLE JARDIN,GUAYNABO,PR,00966-2111,0000,03,3,1200,202512,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,B60,
661114076,TEAMBE4ME CORPORATION,,135 CAMINO DE LA COLINA,JUNCOS,PR,00777-9424,0000,03,3,1200,202511,1,16,000000000,1,01,,0,0,02,0,12,,,,O50,
661114455,AFROTC DETACHMENT 755 ALUMNI ASSOCI ATION,% VERONICA ENID BAEZ CALDERON,3093 CALLE RIO MINILLAS,TOA ALTA,PR,00953-9109,0000,03,3,2000,202602,1,16,000000000,1,01,,0,0,02,0,12,,,,B84,
661114520,ALAS INC,% MARISOL VILLANUEVA MENDEZ,PO BOX 233,ISABELA,PR,00662-0233,0000,03,3,1200,202601,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,C11,
661114580,THE INDIAN ASSOCIATION OF THE VIRGIN ISLANDS INC,,PO BOX 1267,ST THOMAS,VI,00804-1267,0000,03,3,1700,202512,1,15,000000000,1,01,,0,0,01,0,12,,,,A23,
661115089,CONSTRUYAMOS OTRO ACUERDO,,PO BOX 364667,SAN JUAN,PR,00936-4667,0000,03,3,1000,202603,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,S21,
661115098,FUNDACION MULTINATIONAL INC,,PO BOX 366107,SAN JUAN,PR,00936-6107,0000,03,3,1000,202604,1,15,000000000,1,01,,0,0,01,0,12,,,,O50,
661115148,FUNDACION RESTAURANDO LA VASIJA QUEBRADA,,URB ORIENTE 293 CALLE RAMON L ORITZ,LAS PIEDRAS,PR,00771-0000,0000,03,3,1500,202601,1,15,000000000,1,01,,0,0,01,0,12,,,,P99Q,
661115486,THE REAL PAUSE CORP,,URB PRADO ALTO P5 CALLE 1,GUAYNABO,PR,00966-0000,0000,03,3,1200,202601,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,P20,
661115550,GUAM BAR JUSTICE FOUNDATION,% JACQUELINE TERLAJE PRESIDENT,284 W CHALAN SANTO PAPA,HAGATNA,GU,96910-5154,0000,03,3,1000,202607,1,15,000000000,1,01,,0,0,02,0,12,,,,S12,
661115653,FUNDACION CEPEC INC,,129 C PACIFICO U PALACIOS DEL PRADO,JUANA DIAZ,PR,00795-0000,0000,03,3,1000,202601,1,15,000000000,1,01,,0,0,01,0,12,,,,O99,
661115825,LUM CHUNG FAMILY REUNION FOUNDATION,% SANDRA GILPIN,46102 ESTATE TUTU,CHARLOTTE AMA,VI,00802-1734,0000,03,3,1200,202601,1,16,000000000,1,01,,0,0,02,0,12,,,,T99,
661116032,FUNDACION NATURAULAS INC,% ANDRES JAVIER RIVERA AROCHO,CAR 453 KM 7 BO PILETA SOLLER,LARES,PR,00669-0000,0000,03,3,1200,202512,1,04,000000000,1,01,,0,0,00,1,12,,,,B21,
661116665,ALAPOESIA CORP,% ROSA VANESSA OTERO NEGRON,10 CALLE CORALINA,SAN JUAN,PR,00926-9634,0000,03,3,3000,202512,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,A30,
661116886,ALTO CUUERPOS MASONICOS DE ARECIBO,,HH3 CALLE 28,ARECIBO,PR,00612-2614,0000,03,3,1000,202606,1,15,000000000,1,01,,0,0,02,0,12,,,,S80,
661117009,RISE AGAIN FOUNDATION,% SALVADOR G VASSALLO,1353 AVE LUIS VIGOREAUX PMB 873,GUAYNABO,PR,00966-2715,0000,03,3,1700,202512,1,16,000000000,1,01,,0,0,02,0,12,,,,X20,
661117049,CATHOLIC DIOCESE OF SAMOA PAGO PAGO,,7127 FAGATOGO ROAD,PAGO PAGO,AS,96799-0000,0000,03,3,1270,202602,1,15,000000000,1,01,,0,0,02,0,12,,,,O50,CATHOLIC DIOCESE YOUTH
661117186,LIVING ARTS,,HC 1 BOX 7544,GURABO,PR,00778-9480,0000,03,3,2000,202603,1,11,000000000,1,01,,0,0,01,0,12,,,,A25,
661117214,THE FACTORY - ATHLETIC CENTER OF EXCELLENCE,% JULIAN WEST,5316 YACHT HAVEN GRND STE N104 133,ST THOMAS,VI,00802-5027,0000,03,3,1200,202512,1,16,000000000,1,01,,0,0,02,0,09,,,,N99,THE FACTORY
661117321,THINKING IN MOVEMENT,% DR NICOLAS LINARES ORAMA,MIRADOR DE CUPEY A-3 CALLE 2,SAN JUAN,PR,00926-0000,0000,03,3,2500,202512,1,15,000000000,1,01,,0,0,02,0,12,,,,E70,
661117380,AMOR EN MOVIMIENTO PARA LA RESTAURA CION,% ANA M PAGAN RIVERA,HC 66 BOX 7295,FAJARDO,PR,00738-9094,0000,03,3,1700,202603,1,15,000000000,1,01,,0,0,02,0,12,,,,X20,ANA MICHELLE PAGAN RIVERA
661117977,SAIPAN KITTEN & CAT RESCUE INC,,PO BOX 7378,SAIPAN,MP,96950-7378,0000,03,3,1000,202601,1,16,000000000,1,01,,0,0,02,0,12,,,,D20,
661118023,INSTITUTO PUERTORRIQUENO DE LA MEMO RIA,,REPARTO ROBLES C48,AIBONITO,PR,00705-0000,0000,03,3,1000,202602,1,16,000000000,1,01,,0,0,01,0,12,,,,A82,
661118293,SOLES SOMOS INC,,3001 AVE ISLA VERDE,CAROLINA,PR,00979-4905,0000,03,3,1200,202604,1,16,000000000,1,01,,0,0,02,0,12,,,,S99,
661118357,NEOMED SUPPORTING ORGANIZATION CORP,,PO BOX 1277,GURABO,PR,00778-1277,0000,03,3,1000,202607,1,21,000000000,1,01,,0,0,01,0,06,,,,A11,NEOMED SUPPORTING ORGANIZATION
661118440,CEDO INC,,PO BOX 141494,ARECIBO,PR,00614-1494,0000,03,3,1200,202512,1,15,000000000,1,01,,0,0,01,0,12,,,,C27,
661118708,ST CROIX YACHT CLUB SAILING ASSOCIATION INC,,5100 TEAGUE BAY,CHRISTIANSTED,VI,00820-4525,0000,03,3,2000,202602,0,15,000000000,1,01,,0,0,01,0,12,,,,B90,
661119093,SANKOFA VILLAGE FOUNDATION INC,,PO BOX 4731,KINGSHILL,VI,00851-4731,0000,03,3,1000,202601,1,15,000000000,1,01,,0,0,01,0,12,,,,O99,
661119176,TERRA NOVA ANIMAL SERVICES INC,,43 CALLE MUNOZ RIVERA W STE 2,RINCON,PR,00677-2191,0000,03,3,4000,202606,1,16,000000000,1,01,,0,0,02,0,12,,,,D20,
661119234,FUNDACION MUEVETE CONMIGO INC,,225 PONCE BT PASS SUITE 305,PONCE,PR,00717-0000,0000,03,3,1000,202602,1,15,000000000,1,01,,0,0,01,0,12,,,,E50,
661119283,JARDIN DE TABLAS INC,,190 AVE HOSTOS B724,SAN JUAN,PR,00918-0000,0000,03,3,2000,202603,1,15,000000000,1,01,,0,0,02,0,12,,,,A65,
661119344,ESCENA 787 INC,,HC 9 BOX 58379,CAGUAS,PR,00725-9239,0000,03,3,1200,202606,1,16,000000000,1,01,,0,0,02,0,12,,,,A65,
661119583,PUERTO RICO RADIO ALLIANCE INC,,SAN JUAN PR 00920,SAUDI ARABIA,,00000-0000,0000,03,3,1200,202606,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,A34,
661119975,GUAM FEDERATION OF MARTIAL ARTS GFMA INC,% WILLIAM ESCOBAR,140 ASPINALL AVE STE 202,HAGATNA,GU,96910-5168,0000,03,3,1000,202601,1,15,000000000,1,01,,0,0,02,0,12,,,,N40,
661120093,C&S WELLNESS CORP,,800 CARR 189 APT 1111,GURABO,PR,00778-5337,0000,03,3,1000,202604,1,15,000000000,1,01,,0,0,02,0,12,,,,E70,
661120350,SOLUCIONES LEGALES INC,% SOLUCIONES LEGALES,1600 CALLE RODANO,SAN JUAN,PR,00926-2935,0000,03,3,2000,202602,1,15,000000000,1,01,,0,0,02,0,09,,,,R01,
661121252,FRIENDS OF FISH EYE,,818 N MARINE CORPS DR,PITI,GU,96915-5524,0000,03,3,1000,202603,1,15,000000000,5,01,202512,0,0,02,0,12,0,0,0,D33,
661121635,FUNDACION CASA MI REY,% ALEXANDER M GONZALEZ,PO BOX 1033,VIEQUES,PR,00765-1033,0000,03,3,1200,202602,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,A20,
661121880,COMUNIDAD NINOS AUTORES DE PUERTO R ICO,,URB ATONSANTI 1530 CAVALIERI,SAN JUAN,PR,00927-0000,0000,03,3,1200,202603,1,16,000000000,1,01,,0,0,02,0,12,,,,B90,
661122381,FIGHTING FOR FREEDOM INC,,1404 CALLE SALVADOR PRATTS,SAN JUAN,PR,00907-3025,0000,03,3,2000,202602,1,16,000000000,1,01,,0,0,02,0,12,,,,S99,
661122588,ACADEMIA MATER DEI INC,% DIEGO BERRIOS GONZALEZ,PO BOX 1950,CIALES,PR,00638-1950,0000,03,3,2000,202607,1,11,000000000,1,01,,0,0,01,0,12,,,,B20,
661122690,CARIBBEAN REGION TRAINING COMMAND INC,,PO BOX 145,CANOVANAS,PR,00729-0145,0000,03,3,2000,202603,1,15,000000000,1,01,,0,0,02,0,12,,,,B20,
661122875,JOSEPH SIBILLY SCHOOL PARENT TEACHE R ASSOCIATION INC,,14 15 16 ESTATE ELIZABETH,ST THOMAS,VI,00802-0000,0000,03,3,2000,202604,1,16,000000000,1,01,,0,0,02,0,12,,,,B94,
661122992,VIA ALOFA FOUNDATION,,997930 AVAIO ST,PAGO PAGO,AS,96799-0000,0000,03,3,1200,202605,1,16,000000000,1,01,,0,0,02,0,12,,,,A23,VIA ALOFA
661123101,ITOC FOUNDATION INC,,PO BOX 8681,SAN JUAN,PR,00910-0681,0000,03,3,1200,202607,1,15,000000000,1,01,,0,0,01,0,12,,,,A25,
661123118,BANDA DE CONCIERTOS DE LA ESCUELA LIBRE DE MUSICA JUAN MOREL CAMPOS,,PO BOX 767,MERCEDITA,PR,00715-0767,0000,03,3,2000,202602,1,15,000000000,1,01,,0,0,02,0,12,,,,A6C,
661123457,ANNAS MEOW HAVEN CO,% ANNA M REXACH,PO BOX 1752,FREDERIKSTED,VI,00841-1752,0000,03,3,4000,202602,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,D20,ANNAS MEOW HAVEN
661123871,FUNDACION DESTINO SALSA,% YENIFER LOTERO,QUINTA REAL CALLE REY DAVID 10-106,TOA BAJA,PR,00949-0000,0000,03,3,1200,202606,1,15,000000000,1,01,,0,0,02,0,12,,,,A23,
661124860,FUNDACION YALANNA INC,,PO BOX 413,GUAYNABO,PR,00970-0413,0000,03,3,1000,202605,1,15,000000000,1,01,,0,0,02,0,12,,,,P20,
